"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Male","Gloves","Accessories","62","Georgia","XL","Spring","Credit Card","Annually"
"Male","Scarf","Accessories","85","New Mexico","M","Spring","PayPal","Annually"
"Male","Hoodie","Clothing","30","Louisiana","M","Summer","Venmo","Annually"
"Male","Jeans","Clothing","24","South Dakota","XL","Spring","Credit Card","Fortnightly"
"Male","Backpack","Accessories","25","Montana","L","Spring","Debit Card","Fortnightly"
"Male","Sandals","Footwear","37","New Mexico","L","Summer","Credit Card","Annually"
"Male","Belt","Accessories","69","South Carolina","XL","Summer","Venmo","Bi-Weekly"
"Male","Shoes","Footwear","97","Ohio","M","Summer","Debit Card","Fortnightly"
"Male","Gloves","Accessories","24","North Carolina","M","Summer","Cash","Weekly"
"Male","Belt","Accessories","30","Idaho","XL","Summer","Bank Transfer","Every 3 Months"
"Male","Jacket","Outerwear","53","Oklahoma","L","Fall","Credit Card","Annually"
"Male","Dress","Clothing","70","Georgia","XL","Spring","Cash","Weekly"
"Male","Shirt","Clothing","76","Kentucky","S","Winter","Venmo","Bi-Weekly"
"Male","Scarf","Accessories","95","Delaware","M","Fall","Debit Card","Annually"
"Male","Coat","Outerwear","51","Massachusetts","S","Winter","PayPal","Weekly"
"Male","Handbag","Accessories","41","Nebraska","M","Winter","Cash","Annually"
"Male","Sunglasses","Accessories","71","Maine","S","Winter","Bank Transfer","Every 3 Months"
"Male","T-shirt","Clothing","66","Pennsylvania","M","Summer","Venmo","Quarterly"
"Male","Shirt","Clothing","84","Nebraska","M","Winter","Credit Card","Annually"
"Male","Handbag","Accessories","95","Virginia","L","Winter","PayPal","Bi-Weekly"
"Male","Jewelry","Accessories","90","Ohio","L","Summer","Cash","Monthly"
"Male","Hoodie","Clothing","36","Nebraska","S","Summer","Cash","Fortnightly"
"Male","Gloves","Accessories","22","Ohio","M","Spring","Venmo","Bi-Weekly"
"Male","Coat","Outerwear","89","Kentucky","L","Winter","Debit Card","Quarterly"
"Male","Sandals","Footwear","50","Tennessee","M","Spring","Cash","Quarterly"
"Male","Boots","Footwear","36","Maine","M","Fall","Credit Card","Quarterly"
"Male","Pants","Clothing","52","Montana","S","Spring","Bank Transfer","Quarterly"
"Male","Socks","Clothing","29","Maryland","M","Fall","Bank Transfer","Weekly"
"Male","Blouse","Clothing","89","Georgia","M","Fall","Venmo","Annually"
"Male","Handbag","Accessories","47","Hawaii","M","Fall","Bank Transfer","Monthly"
"Male","Jewelry","Accessories","25","Rhode Island","XL","Spring","Debit Card","Quarterly"
"Male","Pants","Clothing","74","Nebraska","XL","Fall","Bank Transfer","Weekly"
"Male","Belt","Accessories","46","Michigan","M","Fall","Venmo","Monthly"
"Male","Jeans","Clothing","22","North Carolina","S","Fall","Cash","Fortnightly"
"Male","Shirt","Clothing","25","Minnesota","M","Summer","Cash","Fortnightly"
"Male","Belt","Accessories","80","Maryland","M","Spring","Credit Card","Weekly"
"Male","Jeans","Clothing","76","Hawaii","M","Spring","Debit Card","Fortnightly"
"Male","Jeans","Clothing","30","Oregon","L","Summer","Bank Transfer","Every 3 Months"
"Male","Sweater","Clothing","79","New Mexico","L","Fall","PayPal","Bi-Weekly"
"Male","Sneakers","Footwear","22","Illinois","M","Winter","Venmo","Annually"
"Male","Socks","Clothing","36","Utah","S","Fall","Credit Card","Fortnightly"
"Male","Socks","Clothing","77","Maine","L","Fall","Venmo","Fortnightly"
"Male","Sunglasses","Accessories","33","Virginia","S","Fall","Cash","Quarterly"
"Male","Sneakers","Footwear","64","Florida","M","Winter","Venmo","Monthly"
"Male","Socks","Clothing","53","Ohio","M","Fall","PayPal","Annually"
"Male","Shoes","Footwear","36","Virginia","XL","Fall","Credit Card","Fortnightly"
"Male","Blouse","Clothing","70","Kansas","M","Spring","Debit Card","Bi-Weekly"
"Male","Shorts","Clothing","96","Arkansas","L","Winter","PayPal","Quarterly"
"Male","Jacket","Outerwear","27","Massachusetts","M","Spring","Debit Card","Annually"
"Male","Sweater","Clothing","64","Idaho","L","Winter","Venmo","Fortnightly"
"Male","Jacket","Outerwear","23","Wisconsin","S","Spring","Credit Card","Weekly"
"Male","Scarf","Accessories","33","New Mexico","L","Summer","Bank Transfer","Every 3 Months"
"Male","Jacket","Outerwear","34","North Carolina","M","Winter","Debit Card","Monthly"
"Male","Sweater","Clothing","35","Iowa","S","Summer","Debit Card","Every 3 Months"
"Male","Coat","Outerwear","62","Idaho","M","Summer","Venmo","Every 3 Months"
"Male","Boots","Footwear","75","Ohio","M","Fall","Debit Card","Every 3 Months"
"Male","Hoodie","Clothing","29","Alabama","S","Summer","Cash","Monthly"
"Male","Hat","Accessories","28","Wyoming","M","Spring","Credit Card","Every 3 Months"
"Male","T-shirt","Clothing","20","Alabama","XL","Spring","PayPal","Every 3 Months"
"Male","Coat","Outerwear","96","Mississippi","M","Winter","PayPal","Bi-Weekly"
"Male","Dress","Clothing","43","Pennsylvania","S","Summer","PayPal","Quarterly"
"Male","Shirt","Clothing","94","Wyoming","M","Fall","Credit Card","Weekly"
"Male","Skirt","Clothing","81","Maryland","XL","Fall","Venmo","Every 3 Months"
"Male","Jewelry","Accessories","75","North Carolina","M","Summer","Debit Card","Weekly"
"Male","Hat","Accessories","81","Pennsylvania","M","Summer","Credit Card","Monthly"
"Male","Shorts","Clothing","92","Idaho","L","Fall","Debit Card","Fortnightly"
"Male","Scarf","Accessories","96","California","XL","Spring","Credit Card","Monthly"
"Male","Jewelry","Accessories","71","Tennessee","S","Fall","Bank Transfer","Fortnightly"
"Male","Sunglasses","Accessories","50","Missouri","L","Summer","Debit Card","Bi-Weekly"
"Male","Coat","Outerwear","72","North Dakota","L","Spring","Venmo","Bi-Weekly"
"Male","Jacket","Outerwear","28","West Virginia","M","Winter","PayPal","Quarterly"
"Male","Sweater","Clothing","59","Arizona","M","Fall","Credit Card","Fortnightly"
"Male","Coat","Outerwear","33","Oklahoma","S","Summer","Bank Transfer","Monthly"
"Male","Scarf","Accessories","59","Pennsylvania","L","Fall","Cash","Every 3 Months"
"Male","Belt","Accessories","30","Idaho","XL","Spring","Credit Card","Annually"
"Male","Hat","Accessories","85","South Carolina","XL","Winter","Venmo","Quarterly"
"Male","Backpack","Accessories","97","Washington","L","Summer","Cash","Weekly"
"Male","T-shirt","Clothing","36","Arkansas","S","Fall","Cash","Quarterly"
"Male","Jewelry","Accessories","85","Utah","M","Winter","Venmo","Fortnightly"
"Male","Sunglasses","Accessories","62","Alaska","M","Winter","PayPal","Bi-Weekly"
"Male","Jeans","Clothing","71","West Virginia","S","Winter","Bank Transfer","Monthly"
"Male","Pants","Clothing","21","Louisiana","M","Winter","PayPal","Weekly"
"Male","Backpack","Accessories","61","Arizona","M","Spring","PayPal","Bi-Weekly"
"Male","Scarf","Accessories","58","Connecticut","M","Spring","Cash","Fortnightly"
"Male","Sweater","Clothing","80","North Carolina","L","Spring","Credit Card","Fortnightly"
"Male","Jewelry","Accessories","50","South Dakota","L","Spring","Venmo","Quarterly"
"Male","Sneakers","Footwear","48","Delaware","S","Winter","Venmo","Every 3 Months"
"Male","Jewelry","Accessories","40","Connecticut","M","Winter","Cash","Quarterly"
"Male","Coat","Outerwear","34","Tennessee","S","Summer","Bank Transfer","Quarterly"
"Male","Coat","Outerwear","46","New Hampshire","S","Fall","Credit Card","Annually"
"Male","Sunglasses","Accessories","27","Vermont","M","Summer","Bank Transfer","Weekly"
"Male","Handbag","Accessories","98","Idaho","S","Spring","Credit Card","Weekly"
"Male","Sweater","Clothing","73","North Carolina","M","Fall","Bank Transfer","Fortnightly"
"Male","Pants","Clothing","28","Nevada","L","Spring","Credit Card","Weekly"
"Male","Gloves","Accessories","76","Delaware","XL","Fall","Cash","Fortnightly"
"Male","Sweater","Clothing","83","Texas","M","Fall","Cash","Fortnightly"
"Male","Hoodie","Clothing","23","Tennessee","S","Spring","Debit Card","Bi-Weekly"
"Male","Hat","Accessories","28","Delaware","M","Fall","Bank Transfer","Quarterly"
"Male","T-shirt","Clothing","83","Massachusetts","S","Spring","Venmo","Every 3 Months"
"Male","Skirt","Clothing","96","Minnesota","L","Winter","Venmo","Fortnightly"
"Male","Sneakers","Footwear","62","Texas","M","Fall","Bank Transfer","Weekly"
"Male","Shorts","Clothing","25","Nebraska","M","Fall","Cash","Fortnightly"
"Male","Hoodie","Clothing","97","Oklahoma","L","Winter","Venmo","Weekly"
"Male","Hoodie","Clothing","61","Texas","L","Fall","Cash","Bi-Weekly"
"Male","Shoes","Footwear","66","New York","S","Summer","Credit Card","Bi-Weekly"
"Male","Hoodie","Clothing","67","Washington","XL","Spring","PayPal","Quarterly"
"Male","Sunglasses","Accessories","80","Maryland","M","Summer","PayPal","Bi-Weekly"
"Male","Skirt","Clothing","25","New Hampshire","L","Fall","Bank Transfer","Every 3 Months"
"Male","Hat","Accessories","58","New York","S","Fall","Cash","Weekly"
"Male","Backpack","Accessories","96","Hawaii","M","Winter","PayPal","Fortnightly"
"Male","Sunglasses","Accessories","77","California","L","Spring","Credit Card","Monthly"
"Male","Belt","Accessories","65","Indiana","M","Summer","PayPal","Every 3 Months"
"Male","Jewelry","Accessories","36","Louisiana","M","Spring","Credit Card","Weekly"
"Male","Sneakers","Footwear","84","Pennsylvania","M","Winter","Debit Card","Monthly"
"Male","T-shirt","Clothing","58","Florida","XL","Fall","Cash","Quarterly"
"Male","Handbag","Accessories","62","North Carolina","S","Spring","Credit Card","Annually"
"Male","Hat","Accessories","67","Massachusetts","S","Fall","Cash","Monthly"
"Male","Sweater","Clothing","20","Iowa","M","Spring","Cash","Quarterly"
"Male","Sandals","Footwear","90","North Dakota","M","Summer","Bank Transfer","Weekly"
"Male","Scarf","Accessories","58","Iowa","L","Winter","Venmo","Fortnightly"
"Male","Shirt","Clothing","53","Delaware","XL","Spring","Debit Card","Monthly"
"Male","Gloves","Accessories","30","New York","L","Winter","Debit Card","Monthly"
"Male","Hoodie","Clothing","65","New Hampshire","XL","Winter","Venmo","Fortnightly"
"Male","Jewelry","Accessories","41","Kentucky","M","Summer","PayPal","Bi-Weekly"
"Male","Shirt","Clothing","73","Illinois","M","Spring","Bank Transfer","Monthly"
"Male","Hoodie","Clothing","98","North Carolina","S","Spring","Cash","Fortnightly"
"Male","Shoes","Footwear","36","Connecticut","XL","Winter","Cash","Weekly"
"Male","T-shirt","Clothing","81","Wisconsin","M","Summer","Venmo","Every 3 Months"
"Male","Skirt","Clothing","90","Massachusetts","L","Winter","Bank Transfer","Quarterly"
"Male","Handbag","Accessories","83","Illinois","S","Summer","Cash","Monthly"
"Male","Shirt","Clothing","91","New Mexico","XL","Winter","Bank Transfer","Every 3 Months"
"Male","Pants","Clothing","36","Iowa","M","Summer","Venmo","Fortnightly"
"Male","Coat","Outerwear","53","Alabama","L","Spring","Debit Card","Bi-Weekly"
"Male","Jeans","Clothing","39","Maryland","M","Winter","Credit Card","Every 3 Months"
"Male","Gloves","Accessories","33","Ohio","S","Winter","PayPal","Fortnightly"
"Male","T-shirt","Clothing","76","Ohio","L","Spring","Venmo","Bi-Weekly"
"Male","Boots","Footwear","23","Nevada","L","Winter","PayPal","Quarterly"
"Male","Jeans","Clothing","54","South Carolina","S","Fall","Bank Transfer","Fortnightly"
"Male","Sneakers","Footwear","89","Nevada","L","Summer","Cash","Every 3 Months"
"Male","Sneakers","Footwear","38","Wisconsin","M","Summer","Bank Transfer","Every 3 Months"
"Male","Hat","Accessories","36","Tennessee","XL","Winter","Debit Card","Annually"
"Male","Pants","Clothing","66","Florida","M","Spring","PayPal","Fortnightly"
"Male","Jewelry","Accessories","42","Georgia","L","Spring","Venmo","Annually"
"Male","Jewelry","Accessories","36","Kentucky","S","Winter","Venmo","Bi-Weekly"
"Male","Blouse","Clothing","86","Ohio","M","Spring","Credit Card","Weekly"
"Male","Handbag","Accessories","49","Connecticut","M","Fall","PayPal","Every 3 Months"
"Male","Shirt","Clothing","41","Idaho","M","Summer","Bank Transfer","Quarterly"
"Male","Dress","Clothing","82","Georgia","L","Spring","Credit Card","Bi-Weekly"
"Male","T-shirt","Clothing","53","Tennessee","S","Fall","PayPal","Quarterly"
"Male","Shoes","Footwear","21","Hawaii","M","Summer","Venmo","Every 3 Months"
"Male","Belt","Accessories","66","Maryland","M","Fall","Cash","Quarterly"
"Male","Belt","Accessories","89","Nevada","L","Summer","Bank Transfer","Annually"
"Male","Handbag","Accessories","55","New Hampshire","L","Fall","Venmo","Every 3 Months"
"Male","Scarf","Accessories","42","North Dakota","S","Summer","Venmo","Bi-Weekly"
"Male","Shorts","Clothing","52","Oklahoma","S","Fall","PayPal","Monthly"
"Male","Sandals","Footwear","92","North Carolina","M","Winter","PayPal","Weekly"
"Male","Pants","Clothing","56","Tennessee","L","Summer","Debit Card","Monthly"
"Male","Dress","Clothing","96","Montana","M","Winter","PayPal","Quarterly"
"Male","T-shirt","Clothing","64","Wisconsin","M","Winter","Venmo","Every 3 Months"
"Male","Dress","Clothing","48","Connecticut","S","Winter","Venmo","Fortnightly"
"Male","Socks","Clothing","83","New Jersey","XL","Summer","PayPal","Quarterly"
"Male","Scarf","Accessories","91","Mississippi","L","Summer","Debit Card","Fortnightly"
"Male","Backpack","Accessories","94","Wyoming","S","Fall","Cash","Annually"
"Male","Skirt","Clothing","62","Illinois","S","Spring","Cash","Bi-Weekly"
"Male","Socks","Clothing","55","Louisiana","M","Spring","Debit Card","Annually"
"Male","Coat","Outerwear","68","Oregon","L","Spring","Bank Transfer","Bi-Weekly"
"Male","Jewelry","Accessories","76","South Dakota","M","Winter","Cash","Bi-Weekly"
"Male","Backpack","Accessories","31","Michigan","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Belt","Accessories","81","New Jersey","M","Spring","PayPal","Quarterly"
"Male","Dress","Clothing","83","Oregon","M","Winter","PayPal","Quarterly"
"Male","Skirt","Clothing","21","Iowa","M","Spring","Debit Card","Monthly"
"Male","Dress","Clothing","22","South Carolina","M","Spring","Debit Card","Annually"
"Male","T-shirt","Clothing","33","Indiana","M","Summer","Bank Transfer","Annually"
"Male","Skirt","Clothing","23","Oregon","S","Spring","Cash","Monthly"
"Male","Shorts","Clothing","96","New York","L","Summer","Bank Transfer","Quarterly"
"Male","Jewelry","Accessories","21","New Mexico","M","Spring","PayPal","Quarterly"
"Male","Pants","Clothing","39","Louisiana","M","Spring","Credit Card","Weekly"
"Male","Belt","Accessories","73","South Carolina","S","Fall","Credit Card","Annually"
"Male","Jeans","Clothing","64","Maine","M","Spring","Credit Card","Monthly"
"Male","Jeans","Clothing","68","Indiana","M","Summer","Credit Card","Annually"
"Male","Hat","Accessories","89","Iowa","L","Fall","Credit Card","Every 3 Months"
"Male","Blouse","Clothing","29","Mississippi","M","Summer","Credit Card","Weekly"
"Male","Shirt","Clothing","97","Arkansas","XL","Summer","Debit Card","Annually"
"Male","Shirt","Clothing","45","South Carolina","M","Winter","Credit Card","Weekly"
"Male","T-shirt","Clothing","70","Indiana","L","Winter","Venmo","Quarterly"
"Male","Coat","Outerwear","56","Florida","M","Summer","Venmo","Quarterly"
"Male","Jacket","Outerwear","55","Alaska","L","Fall","Credit Card","Fortnightly"
"Male","Hoodie","Clothing","46","New York","S","Winter","Credit Card","Fortnightly"
"Male","Scarf","Accessories","95","Texas","M","Winter","Venmo","Monthly"
"Male","Belt","Accessories","88","North Dakota","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Sneakers","Footwear","92","Vermont","L","Fall","PayPal","Annually"
"Male","Socks","Clothing","49","New Jersey","M","Summer","Cash","Annually"
"Male","Sandals","Footwear","89","Maryland","M","Fall","Debit Card","Weekly"
"Male","Coat","Outerwear","22","Connecticut","XL","Winter","PayPal","Weekly"
"Male","Shoes","Footwear","61","Illinois","XL","Summer","Venmo","Fortnightly"
"Male","Scarf","Accessories","29","Maryland","S","Spring","Venmo","Every 3 Months"
"Male","Sneakers","Footwear","82","Minnesota","M","Winter","Bank Transfer","Annually"
"Male","Belt","Accessories","94","Florida","M","Spring","Credit Card","Every 3 Months"
"Male","Handbag","Accessories","99","California","M","Spring","Bank Transfer","Fortnightly"
"Male","Handbag","Accessories","59","Mississippi","S","Fall","Venmo","Every 3 Months"
"Male","Boots","Footwear","90","Washington","M","Summer","Credit Card","Every 3 Months"
"Male","Boots","Footwear","100","Wisconsin","S","Winter","Debit Card","Annually"
"Male","Pants","Clothing","62","Pennsylvania","M","Winter","Bank Transfer","Monthly"
"Male","Sunglasses","Accessories","78","Missouri","M","Fall","Cash","Quarterly"
"Male","Hoodie","Clothing","94","Oklahoma","M","Spring","Venmo","Every 3 Months"
"Male","Shoes","Footwear","74","Pennsylvania","M","Summer","Credit Card","Weekly"
"Male","Handbag","Accessories","52","Kentucky","XL","Spring","Debit Card","Every 3 Months"
"Male","Jacket","Outerwear","81","Vermont","M","Fall","Cash","Every 3 Months"
"Male","Blouse","Clothing","20","Oregon","L","Winter","Credit Card","Every 3 Months"
"Male","Pants","Clothing","32","Utah","XL","Summer","Venmo","Every 3 Months"
"Male","Boots","Footwear","63","Nebraska","XL","Fall","Cash","Every 3 Months"
"Male","Boots","Footwear","79","Pennsylvania","M","Spring","Cash","Every 3 Months"
"Male","Sweater","Clothing","23","Vermont","M","Winter","Credit Card","Bi-Weekly"
"Male","Gloves","Accessories","64","Kentucky","M","Winter","Bank Transfer","Quarterly"
"Male","Socks","Clothing","69","Iowa","M","Winter","Cash","Quarterly"
"Male","Jeans","Clothing","69","Indiana","L","Fall","Bank Transfer","Annually"
"Male","Pants","Clothing","24","Kansas","L","Winter","Bank Transfer","Weekly"
"Male","Shorts","Clothing","50","Illinois","M","Summer","Venmo","Weekly"
"Male","Gloves","Accessories","97","North Carolina","S","Fall","Debit Card","Weekly"
"Male","Sandals","Footwear","91","Ohio","S","Fall","Venmo","Bi-Weekly"
"Male","Blouse","Clothing","37","Illinois","L","Spring","Bank Transfer","Bi-Weekly"
"Male","Jacket","Outerwear","55","Indiana","S","Winter","Cash","Annually"
"Male","Jewelry","Accessories","52","Kansas","XL","Winter","Bank Transfer","Annually"
"Male","Hat","Accessories","80","Illinois","L","Spring","Venmo","Monthly"
"Male","Socks","Clothing","79","Pennsylvania","M","Spring","Credit Card","Fortnightly"
"Male","Handbag","Accessories","23","New York","M","Summer","Debit Card","Every 3 Months"
"Male","Pants","Clothing","73","Utah","L","Winter","Venmo","Every 3 Months"
"Male","Gloves","Accessories","99","New Jersey","M","Fall","Bank Transfer","Bi-Weekly"
"Male","Sweater","Clothing","22","Idaho","M","Spring","PayPal","Every 3 Months"
"Male","Hat","Accessories","68","New Mexico","M","Summer","Debit Card","Every 3 Months"
"Male","Dress","Clothing","92","Michigan","S","Spring","Credit Card","Quarterly"
"Male","Pants","Clothing","77","Wyoming","M","Winter","Venmo","Fortnightly"
"Male","Coat","Outerwear","37","New Jersey","XL","Spring","Debit Card","Every 3 Months"
"Male","Scarf","Accessories","79","New Jersey","L","Winter","Debit Card","Annually"
"Male","Hoodie","Clothing","51","Hawaii","XL","Winter","Credit Card","Weekly"
"Male","Socks","Clothing","27","Nevada","M","Summer","Bank Transfer","Quarterly"
"Male","Blouse","Clothing","23","New Hampshire","S","Spring","Debit Card","Annually"
"Male","Socks","Clothing","76","Indiana","S","Summer","Cash","Monthly"
"Male","Dress","Clothing","31","New York","M","Fall","Bank Transfer","Weekly"
"Male","Hoodie","Clothing","60","Louisiana","M","Winter","Cash","Monthly"
"Male","T-shirt","Clothing","99","Virginia","M","Spring","Venmo","Bi-Weekly"
"Male","Hat","Accessories","37","Wisconsin","XL","Winter","Credit Card","Annually"
"Male","Boots","Footwear","50","Oregon","M","Winter","Venmo","Fortnightly"
"Male","Jeans","Clothing","26","New Hampshire","XL","Winter","Cash","Monthly"
"Male","Shorts","Clothing","86","Indiana","XL","Spring","Credit Card","Monthly"
"Male","Sandals","Footwear","41","Massachusetts","L","Fall","Cash","Quarterly"
"Male","Sandals","Footwear","23","Montana","XL","Winter","PayPal","Annually"
"Male","Sneakers","Footwear","56","California","XL","Spring","Credit Card","Bi-Weekly"
"Male","Hat","Accessories","68","Indiana","M","Fall","Cash","Fortnightly"
"Male","Coat","Outerwear","48","West Virginia","S","Winter","Cash","Fortnightly"
"Male","Dress","Clothing","67","Minnesota","L","Spring","Cash","Every 3 Months"
"Male","Boots","Footwear","87","Ohio","XL","Spring","Debit Card","Every 3 Months"
"Male","Skirt","Clothing","64","Minnesota","M","Fall","Credit Card","Monthly"
"Male","Shirt","Clothing","93","Virginia","XL","Spring","Debit Card","Quarterly"
"Male","Shirt","Clothing","29","Connecticut","L","Summer","Credit Card","Fortnightly"
"Male","Boots","Footwear","62","Tennessee","L","Winter","Venmo","Monthly"
"Male","Hoodie","Clothing","70","Delaware","L","Winter","Credit Card","Bi-Weekly"
"Male","Sweater","Clothing","92","Vermont","S","Winter","Venmo","Bi-Weekly"
"Male","Shirt","Clothing","79","Louisiana","M","Spring","Bank Transfer","Weekly"
"Male","Blouse","Clothing","31","North Dakota","M","Fall","Debit Card","Every 3 Months"
"Male","T-shirt","Clothing","83","Oregon","S","Spring","Cash","Weekly"
"Male","Jacket","Outerwear","88","Idaho","XL","Winter","Debit Card","Bi-Weekly"
"Male","Jewelry","Accessories","53","Vermont","M","Spring","PayPal","Quarterly"
"Male","Hoodie","Clothing","98","West Virginia","M","Fall","Cash","Annually"
"Male","Jewelry","Accessories","57","Kentucky","S","Spring","PayPal","Annually"
"Male","Sandals","Footwear","80","Wisconsin","M","Winter","Bank Transfer","Monthly"
"Male","Jeans","Clothing","29","Mississippi","L","Spring","Credit Card","Every 3 Months"
"Male","Hat","Accessories","73","Missouri","M","Spring","PayPal","Quarterly"
"Male","Sweater","Clothing","32","Arkansas","S","Fall","PayPal","Monthly"
"Male","Boots","Footwear","68","Wyoming","L","Spring","Bank Transfer","Weekly"
"Male","Blouse","Clothing","97","Rhode Island","L","Spring","Venmo","Quarterly"
"Male","Shorts","Clothing","98","Utah","M","Fall","Venmo","Fortnightly"
"Male","Hoodie","Clothing","56","Maryland","L","Fall","Debit Card","Annually"
"Male","Pants","Clothing","78","Georgia","L","Winter","Venmo","Every 3 Months"
"Male","Belt","Accessories","81","New Jersey","M","Spring","Venmo","Bi-Weekly"
"Male","Shirt","Clothing","68","New Hampshire","L","Winter","Venmo","Monthly"
"Male","Shirt","Clothing","94","Oregon","M","Winter","Debit Card","Every 3 Months"
"Male","Dress","Clothing","93","Arkansas","M","Spring","PayPal","Fortnightly"
"Male","Gloves","Accessories","99","North Carolina","M","Fall","Bank Transfer","Fortnightly"
"Male","Gloves","Accessories","49","West Virginia","L","Winter","Debit Card","Fortnightly"
"Male","Jeans","Clothing","28","Utah","XL","Winter","PayPal","Monthly"
"Male","Belt","Accessories","93","South Dakota","XL","Winter","PayPal","Bi-Weekly"
"Male","Jacket","Outerwear","24","New Hampshire","M","Fall","PayPal","Weekly"
"Male","Skirt","Clothing","35","Maryland","M","Spring","PayPal","Annually"
"Male","Sandals","Footwear","68","South Dakota","S","Spring","Debit Card","Fortnightly"
"Male","Belt","Accessories","61","Kentucky","M","Summer","Bank Transfer","Annually"
"Male","Sweater","Clothing","74","Florida","XL","Fall","Debit Card","Annually"
"Male","Shirt","Clothing","64","Texas","M","Summer","Cash","Every 3 Months"
"Male","Sneakers","Footwear","60","New Mexico","M","Fall","PayPal","Weekly"
"Male","Jeans","Clothing","29","South Dakota","S","Spring","Cash","Bi-Weekly"
"Male","Sandals","Footwear","85","New Jersey","M","Summer","Venmo","Annually"
"Male","Pants","Clothing","81","Indiana","S","Summer","Bank Transfer","Fortnightly"
"Male","Belt","Accessories","23","Louisiana","L","Fall","Venmo","Bi-Weekly"
"Male","T-shirt","Clothing","100","West Virginia","M","Spring","Credit Card","Every 3 Months"
"Male","Shirt","Clothing","54","Maine","M","Fall","Debit Card","Weekly"
"Male","Sneakers","Footwear","25","Idaho","M","Fall","Credit Card","Monthly"
"Male","Blouse","Clothing","32","New York","L","Summer","Credit Card","Annually"
"Male","Backpack","Accessories","63","Montana","S","Spring","PayPal","Every 3 Months"
"Male","Pants","Clothing","56","Mississippi","XL","Spring","PayPal","Every 3 Months"
"Male","Sweater","Clothing","33","Alaska","L","Winter","PayPal","Annually"
"Male","Coat","Outerwear","32","Missouri","L","Summer","PayPal","Annually"
"Male","Dress","Clothing","38","Rhode Island","L","Summer","Credit Card","Every 3 Months"
"Male","Blouse","Clothing","21","Hawaii","L","Summer","Cash","Quarterly"
"Male","Hoodie","Clothing","59","South Carolina","L","Winter","Credit Card","Every 3 Months"
"Male","Shoes","Footwear","87","Tennessee","M","Fall","Venmo","Annually"
"Male","T-shirt","Clothing","79","Missouri","M","Winter","Bank Transfer","Monthly"
"Male","Shoes","Footwear","28","Missouri","M","Summer","Credit Card","Bi-Weekly"
"Male","Boots","Footwear","67","Missouri","S","Summer","Debit Card","Annually"
"Male","Shorts","Clothing","75","Mississippi","L","Spring","Debit Card","Quarterly"
"Male","Belt","Accessories","32","Arkansas","S","Spring","Debit Card","Bi-Weekly"
"Male","Pants","Clothing","43","Kentucky","M","Spring","Cash","Monthly"
"Male","Shorts","Clothing","93","Connecticut","M","Spring","Credit Card","Bi-Weekly"
"Male","Sunglasses","Accessories","24","Oklahoma","M","Spring","Bank Transfer","Weekly"
"Male","Hat","Accessories","31","California","XL","Fall","Debit Card","Annually"
"Male","T-shirt","Clothing","84","Missouri","L","Winter","Bank Transfer","Every 3 Months"
"Male","Pants","Clothing","74","Washington","M","Winter","Bank Transfer","Quarterly"
"Male","Shorts","Clothing","62","New York","M","Spring","Debit Card","Every 3 Months"
"Male","Jewelry","Accessories","77","Indiana","S","Summer","Credit Card","Fortnightly"
"Male","Backpack","Accessories","73","Oregon","L","Summer","Cash","Monthly"
"Male","Shoes","Footwear","50","Texas","M","Spring","Cash","Monthly"
"Male","Coat","Outerwear","40","Florida","M","Winter","Cash","Weekly"
"Male","Sweater","Clothing","97","Rhode Island","M","Winter","Bank Transfer","Weekly"
"Male","Gloves","Accessories","63","Texas","M","Fall","PayPal","Every 3 Months"
"Male","Handbag","Accessories","65","Vermont","M","Fall","PayPal","Bi-Weekly"
"Male","Socks","Clothing","91","Maryland","M","Spring","PayPal","Bi-Weekly"
"Male","Hoodie","Clothing","60","Alaska","S","Spring","Bank Transfer","Quarterly"
"Male","Pants","Clothing","69","Idaho","M","Winter","Bank Transfer","Quarterly"
"Male","Coat","Outerwear","52","West Virginia","S","Spring","Venmo","Monthly"
"Male","Boots","Footwear","49","Nevada","M","Fall","Credit Card","Weekly"
"Male","Sneakers","Footwear","85","Oregon","M","Spring","Debit Card","Fortnightly"
"Male","Sweater","Clothing","86","Tennessee","L","Spring","Credit Card","Bi-Weekly"
"Male","Handbag","Accessories","51","Alabama","S","Winter","PayPal","Fortnightly"
"Male","Belt","Accessories","56","Indiana","L","Winter","Bank Transfer","Every 3 Months"
"Male","Belt","Accessories","72","Idaho","M","Fall","Debit Card","Every 3 Months"
"Male","Hoodie","Clothing","27","Rhode Island","XL","Fall","Bank Transfer","Quarterly"
"Male","Sunglasses","Accessories","43","Arizona","XL","Summer","Bank Transfer","Monthly"
"Male","Sneakers","Footwear","56","Florida","M","Spring","Bank Transfer","Monthly"
"Male","T-shirt","Clothing","37","New York","S","Fall","Cash","Annually"
"Male","Dress","Clothing","21","Nebraska","M","Fall","Venmo","Weekly"
"Male","Hoodie","Clothing","91","Mississippi","L","Winter","Venmo","Bi-Weekly"
"Male","Sweater","Clothing","95","Vermont","M","Summer","Bank Transfer","Monthly"
"Male","Belt","Accessories","54","Nebraska","XL","Spring","Credit Card","Fortnightly"
"Male","Socks","Clothing","36","South Carolina","XL","Spring","Cash","Bi-Weekly"
